order_id,order_date,customer_id,segment,region,category,product,quantity,unit_price,discount,shipping_cost,revenue,cost,profit
ORD-003576,2025-02-14,CUST-00906,Corporate,South,Home & Kitchen,Storage Set,3,53.49,0.103,22.28,143.98,103.26,18.44
ORD-003577,2024-07-10,CUST-00318,Corporate,South,Home & Kitchen,Desk Lamp,3,24.41,0.09,9.41,66.6,45.63,11.56
ORD-003578,2024-03-15,CUST-00369,Consumer,Northeast,Home & Kitchen,Water Bottle,3,100.39,0.066,11.82,281.16,240.87,28.47
ORD-003579,2024-03-15,CUST-02930,Corporate,Northeast,Home & Kitchen,Desk Lamp,5,104.89,0.053,18.28,496.75,400.2,78.27
ORD-003580,2025-01-09,CUST-02639,Corporate,South,Office Supplies,Notebook,1,49.71,0.102,7.86,44.66,35.51,1.29
ORD-003581,2024-09-05,CUST-02789,Small Business,South,Office Supplies,Desk Organizer,1,61.37,0.119,19.83,54.03,36.23,-2.03
ORD-003582,2024-09-25,CUST-00404,Consumer,South,Electronics,Smart Watch,1,78.58,0.104,17.55,70.42,62.92,-10.05
ORD-003583,2025-03-22,CUST-01253,Consumer,South,Home & Kitchen,Water Bottle,3,76.51,0.0,15.52,229.52,165.85,48.15
ORD-003584,2024-01-10,CUST-00617,Corporate,Northeast,Home & Kitchen,Storage Set,4,116.51,0.156,24.42,393.46,379.99,-10.95
ORD-003585,2025-02-16,CUST-01751,Corporate,Midwest,Beauty,Hair Dryer,1,31.03,0.018,18.6,30.48,23.15,-11.27
ORD-003586,2024-05-30,CUST-00072,Consumer,South,Home & Kitchen,Coffee Maker,2,59.71,0.021,4.52,116.94,95.7,16.72
ORD-003587,2025-05-24,CUST-01186,Corporate,Northeast,Electronics,Wireless Headphones,1,365.01,0.037,3.71,351.44,229.42,118.31
ORD-003588,2025-06-06,CUST-01556,Corporate,,Electronics,Bluetooth Speaker,3,49.26,0.074,21.49,136.79,119.24,-3.94
ORD-003589,2024-10-01,CUST-00818,Consumer,Midwest,Office Supplies,Printer Paper,1,63.07,0.093,10.15,57.19,42.52,4.52
ORD-003590,2024-06-21,CUST-02476,Consumer,Midwest,Electronics,Bluetooth Speaker,2,360.57,0.159,8.03,606.73,454.71,143.99
ORD-003591,2024-05-07,CUST-00222,Consumer,West,Office Supplies,Printer Paper,2,26.1,0.16,15.22,43.87,35.49,-6.84
ORD-003592,2024-04-09,CUST-02554,Small Business,Northeast,Office Supplies,Desk Organizer,1,27.55,0.0,17.69,27.55,20.71,-10.85
ORD-003593,2025-06-30,CUST-00031,Corporate,Midwest,Sports,Fitness Tracker,4,64.89,0.0,15.27,259.57,181.39,62.91
ORD-003594,2024-04-12,CUST-02232,Corporate,South,Office Supplies,Stapler,1,5.48,0.164,18.8,4.58,3.23,-17.45
ORD-003595,2024-09-01,CUST-01991,Consumer,West,Electronics,USB-C Hub,2,328.24,0.089,13.51,597.81,403.68,180.62
ORD-003596,2024-09-19,CUST-01415,Consumer,Midwest,Home & Kitchen,Air Fryer,1,146.28,0.038,22.38,140.68,105.8,12.5
ORD-003597,2025-01-06,CUST-00145,Consumer,Northeast,Beauty,Skincare Set,1,30.17,0.135,17.96,26.1,20.61,-12.47
ORD-003598,2025-04-05,CUST-02669,Consumer,West,Home & Kitchen,Storage Set,1,80.74,0.168,13.99,67.22,51.74,1.49
ORD-003599,2024-11-01,CUST-02733,Consumer,South,Sports,Running Shoes,2,108.14,0.125,20.4,189.26,127.49,41.37
ORD-003600,2025-02-18,CUST-02302,Corporate,West,Office Supplies,Stapler,2,10.81,0.054,3.3,20.46,13.05,4.11
ORD-003601,2024-11-05,CUST-02856,Small Business,South,Electronics,Smart Watch,1,155.34,0.0,24.31,155.34,110.56,20.47
ORD-003602,2024-08-26,CUST-02668,Consumer,South,Home & Kitchen,Storage Set,4,62.77,,9.81,218.16,176.67,31.68
ORD-003603,2024-03-27,CUST-02479,Consumer,Midwest,Sports,Fitness Tracker,1,190.67,0.092,5.18,173.04,130.05,37.81
ORD-003604,2024-04-24,CUST-00719,Corporate,Northeast,Sports,Fitness Tracker,2,36.77,0.05,10.46,69.89,48.12,11.31
ORD-003605,2024-08-24,CUST-02493,Consumer,Midwest,Sports,Running Shoes,5,63.5,0.006,18.9,315.6,193.27,103.43
ORD-003606,2024-01-26,CUST-01804,Corporate,Northeast,Home & Kitchen,Storage Set,3,89.94,0.113,5.89,239.23,203.09,30.25
ORD-003607,2024-06-22,CUST-00236,Corporate,Northeast,Beauty,Skincare Set,2,25.25,0.067,10.28,47.11,36.24,0.59
ORD-003608,2024-09-10,CUST-00065,Corporate,South,Electronics,Bluetooth Speaker,1,118.98,0.11,9.0,105.91,69.07,27.84
ORD-003609,2024-09-15,CUST-00766,Consumer,West,Home & Kitchen,Storage Set,2,172.54,0.155,3.29,291.72,277.32,11.11
ORD-003610,2025-03-21,CUST-01565,Corporate,West,Beauty,Skincare Set,2,105.53,0.059,6.32,198.58,123.04,69.22
ORD-003611,2025-06-13,CUST-02903,Consumer,South,Sports,Sports Bag,2,41.2,0.227,13.94,63.68,65.89,-16.15
ORD-003612,2025-02-03,CUST-02631,Consumer,Midwest,Home & Kitchen,Desk Lamp,2,59.87,0.093,5.03,108.56,91.02,12.51
ORD-003613,2024-02-13,CUST-02912,Consumer,Northeast,Office Supplies,Stapler,4,61.56,0.145,22.62,210.48,181.56,6.3
ORD-003614,2024-08-11,CUST-02216,Consumer,South,Electronics,Bluetooth Speaker,2,180.66,0.068,5.49,336.65,270.05,61.11
ORD-003615,2025-02-03,CUST-00383,Corporate,West,Home & Kitchen,Water Bottle,3,87.89,0.135,5.47,228.07,189.24,33.36
ORD-003616,2024-11-21,CUST-02329,Consumer,West,Electronics,Wireless Headphones,3,110.75,0.046,10.0,317.0,270.77,36.23
ORD-003617,2024-09-07,CUST-01154,Consumer,Midwest,Sports,Sports Bag,3,127.12,0.139,16.54,328.22,232.05,79.63
ORD-003618,2024-08-26,CUST-00952,Consumer,South,Electronics,Smart Watch,1,95.25,0.249,19.06,71.5,70.21,-17.77
ORD-003619,2024-08-10,CUST-01592,Consumer,West,Beauty,Body Lotion,3,67.61,0.035,7.18,195.79,132.27,56.34
ORD-003620,2024-11-12,CUST-01195,Small Business,West,Home & Kitchen,Air Fryer,3,166.59,0.0,7.16,499.77,402.83,89.78
ORD-003621,2024-04-07,CUST-01892,Corporate,West,Office Supplies,Printer Paper,2,36.02,0.063,8.41,67.47,47.7,11.36
ORD-003622,2024-10-10,CUST-02959,Consumer,Midwest,Home & Kitchen,Storage Set,1,150.52,0.118,22.59,132.79,91.29,18.91
ORD-003623,2024-04-22,CUST-00961,Consumer,Northeast,Home & Kitchen,Desk Lamp,1,109.73,0.105,13.46,98.16,81.89,2.81
ORD-003624,2025-01-07,CUST-00802,Consumer,West,Office Supplies,Notebook,2,28.87,0.075,20.58,53.43,46.61,-13.76
ORD-003625,2025-04-18,CUST-02911,Corporate,Midwest,Office Supplies,Printer Paper,2,66.24,0.164,21.95,110.69,93.04,-4.3
ORD-003626,2024-10-04,CUST-00259,Consumer,Northeast,Sports,Sports Bag,4,219.36,0.073,17.44,813.52,541.64,254.44
ORD-003627,2024-07-31,CUST-02528,Small Business,Northeast,Home & Kitchen,Air Fryer,1,68.67,0.153,13.04,58.17,43.36,1.77
ORD-003628,2025-05-29,CUST-01168,Consumer,Midwest,Office Supplies,Pen Set,1,69.27,0.077,23.5,63.91,56.51,-16.1
ORD-003629,2024-12-26,CUST-02890,Consumer,West,Sports,Fitness Tracker,2,216.74,0.046,6.29,413.46,304.44,102.73
ORD-003630,2024-08-22,CUST-02302,Corporate,West,Home & Kitchen,Water Bottle,5,67.6,0.107,7.1,301.81,208.86,85.85
ORD-003631,2024-01-16,CUST-00429,Consumer,West,Sports,Sports Bag,1,108.43,0.11,13.87,96.48,88.8,-6.19
ORD-003632,2024-01-09,CUST-01571,Consumer,Midwest,Sports,Resistance Bands,1,23.38,0.212,8.51,18.43,16.35,-6.43
ORD-003633,2024-05-01,CUST-00794,Consumer,West,Sports,Sports Bag,3,18.29,0.126,20.72,47.97,38.32,-11.07
ORD-003634,2024-05-09,CUST-00132,Small Business,Northeast,Office Supplies,Desk Organizer,1,15.28,0.117,9.87,13.5,10.26,-6.63
ORD-003635,2025-01-29,CUST-01845,Consumer,Northeast,Beauty,Hair Dryer,1,39.53,0.107,22.4,35.3,27.69,-14.79
ORD-003636,2024-09-30,CUST-01995,Consumer,Northeast,Office Supplies,Pen Set,5,62.96,0.066,19.8,293.96,251.0,23.16
ORD-003637,2025-06-30,CUST-02448,Consumer,West,Office Supplies,Desk Organizer,3,26.28,0.085,18.96,72.11,62.16,-9.01
ORD-003638,2024-10-22,CUST-02207,Corporate,West,Sports,Fitness Tracker,1,161.99,0.069,15.29,150.89,109.87,25.73
ORD-003639,2025-05-09,CUST-01827,Consumer,West,Home & Kitchen,Desk Lamp,4,171.21,0.108,23.71,610.9,477.93,109.26
ORD-003640,2024-10-29,CUST-01809,Consumer,West,Beauty,Hair Dryer,3,67.89,0.008,22.5,202.08,137.54,42.04
ORD-003641,2024-07-14,CUST-01842,Consumer,Midwest,Office Supplies,Pen Set,5,59.56,0.0,8.25,297.8,210.69,78.86
ORD-003642,2025-01-25,CUST-00515,Consumer,West,Electronics,USB-C Hub,1,207.51,0.055,3.25,196.16,148.16,44.75
ORD-003643,2024-09-02,CUST-01917,Corporate,South,Office Supplies,Desk Organizer,2,21.59,0.048,22.05,41.11,26.45,-7.39
ORD-003644,2024-05-30,CUST-00574,Corporate,West,Beauty,Face Serum,1,94.96,0.117,3.56,83.81,77.71,2.54
ORD-003645,2024-09-15,CUST-01734,Consumer,West,Office Supplies,Notebook,1,46.82,0.066,17.04,43.76,36.59,-9.87
ORD-003646,2024-12-29,CUST-01223,Small Business,South,Sports,Fitness Tracker,2,150.55,0.131,21.17,261.5,201.78,38.55
ORD-003647,2024-07-24,CUST-02539,Consumer,Northeast,Home & Kitchen,Water Bottle,1,69.46,0.061,3.27,65.2,45.26,16.67
ORD-003648,2025-01-20,CUST-01075,Small Business,Northeast,Sports,Sports Bag,1,116.76,0.231,8.21,89.74,74.34,7.19
ORD-003649,2025-06-20,CUST-00022,Consumer,West,Office Supplies,Desk Organizer,2,30.34,0.084,20.72,55.62,38.94,-4.04
ORD-003650,2024-08-12,CUST-00306,Consumer,Midwest,Beauty,Body Lotion,1,109.38,0.123,18.85,95.91,71.39,5.67
ORD-003651,2024-06-10,CUST-00615,Consumer,South,Home & Kitchen,Desk Lamp,5,168.7,0.061,9.15,792.16,646.7,136.31
ORD-003652,2024-08-07,CUST-02579,Consumer,West,Home & Kitchen,Storage Set,3,33.67,0.074,9.82,93.55,66.14,17.59
ORD-003653,2025-04-03,CUST-02274,Small Business,South,Sports,Sports Bag,1,160.22,0.125,23.77,140.22,96.89,19.56
ORD-003654,2024-04-07,CUST-02774,Consumer,South,Electronics,Wireless Headphones,2,143.96,0.1,6.12,259.2,214.98,38.1
ORD-003655,2025-06-16,CUST-02201,Consumer,West,Home & Kitchen,Desk Lamp,5,132.98,0.143,13.57,569.49,523.29,32.63
ORD-003656,2024-08-14,CUST-00432,Corporate,South,Beauty,Makeup Kit,2,38.13,0.161,11.87,63.99,49.33,2.79
ORD-003657,2025-04-05,CUST-00141,Consumer,South,Beauty,Face Serum,2,58.95,0.223,14.11,91.56,90.33,-12.88
ORD-003658,2025-03-06,CUST-01688,Consumer,Midwest,Sports,Fitness Tracker,1,99.06,0.143,12.29,84.9,65.2,7.41
ORD-003659,2025-03-04,CUST-01603,Corporate,South,Beauty,Body Lotion,4,99.83,0.102,7.51,358.55,273.52,77.52
ORD-003660,2025-05-12,CUST-01290,Consumer,South,Sports,Running Shoes,1,87.18,0.075,20.53,80.62,58.76,1.33
ORD-003661,2024-04-11,CUST-01771,Corporate,Northeast,Office Supplies,Printer Paper,3,64.37,0.058,15.99,181.94,124.64,41.31
ORD-003662,2024-11-20,CUST-01228,Consumer,West,Office Supplies,Desk Organizer,1,11.76,0.075,15.14,10.87,6.98,-11.25
ORD-003663,2024-02-24,CUST-00706,Consumer,Midwest,Sports,Running Shoes,2,63.13,0.113,23.71,112.01,97.13,-8.83
ORD-003664,2024-06-12,CUST-01741,Consumer,West,Beauty,Face Serum,2,35.98,0.17,17.67,59.74,54.95,-12.88
ORD-003665,2024-01-23,CUST-01188,Small Business,Midwest,Electronics,Smart Watch,1,141.13,0.122,13.06,123.91,89.43,21.42
ORD-003666,2025-01-08,CUST-01365,Consumer,Northeast,Home & Kitchen,Storage Set,4,113.7,0.083,21.14,417.12,337.87,58.11
ORD-003667,2024-11-28,CUST-02481,Consumer,South,Office Supplies,Printer Paper,1,30.32,0.028,23.05,29.47,18.68,-12.26
ORD-003668,2025-02-08,CUST-01355,Small Business,South,Beauty,Body Lotion,1,60.35,0.053,7.12,57.16,35.34,14.7
ORD-003669,2024-04-06,CUST-02819,Consumer,Midwest,Office Supplies,Desk Organizer,3,69.27,0.113,11.67,184.35,142.53,30.15
ORD-003670,2024-06-30,CUST-00431,Small Business,Midwest,Beauty,Body Lotion,1,100.76,0.133,19.2,87.32,74.03,-5.91
ORD-003671,2025-01-04,CUST-01952,Consumer,Midwest,Sports,Resistance Bands,1,103.68,0.157,18.15,87.44,67.19,2.1
ORD-003672,2025-03-28,CUST-02132,Corporate,West,Home & Kitchen,Coffee Maker,1,138.47,0.157,6.81,116.79,106.2,3.78
ORD-003673,2025-04-29,CUST-00290,Consumer,South,Office Supplies,Printer Paper,1,13.4,0.039,13.21,12.87,9.11,-9.45
ORD-003674,2024-02-10,CUST-01740,Corporate,West,Office Supplies,Desk Organizer,3,25.95,0.058,12.73,73.32,58.56,2.03
ORD-003675,2024-08-08,CUST-02154,Corporate,South,Electronics,Laptop Stand,2,422.14,0.151,9.33,716.69,664.14,43.22
ORD-003676,2024-01-06,CUST-00169,Consumer,Midwest,Office Supplies,Desk Organizer,1,68.63,0.162,8.8,57.49,44.25,4.44
ORD-003677,2025-03-23,CUST-02465,Consumer,Northeast,Office Supplies,Pen Set,2,60.93,0.099,17.59,109.75,79.71,12.45
ORD-003678,2024-03-08,CUST-01127,Consumer,Northeast,Beauty,Face Serum,2,80.9,0.196,21.22,130.08,122.47,-13.61
ORD-003679,2025-03-25,CUST-01932,Corporate,Midwest,Office Supplies,Pen Set,3,57.76,0.169,22.39,144.04,117.39,4.26
ORD-003680,2024-03-26,CUST-00654,Consumer,South,Electronics,Wireless Headphones,2,94.01,0.14,3.56,161.6,144.83,13.21
ORD-003681,2024-01-09,CUST-00422,Consumer,West,Office Supplies,Printer Paper,1,31.18,0.121,9.65,27.41,21.06,-3.3
ORD-003682,2025-04-25,CUST-01170,Consumer,Midwest,Sports,Fitness Tracker,5,137.4,0.0,19.17,686.98,402.21,265.6
ORD-003683,2024-08-28,CUST-00456,Consumer,Midwest,Office Supplies,Printer Paper,1,43.66,0.044,15.53,41.74,27.84,-1.63
ORD-003684,2024-08-20,CUST-00357,Corporate,South,Home & Kitchen,Desk Lamp,4,59.95,0.094,22.41,217.16,140.24,54.51
ORD-003685,2024-12-19,CUST-01716,Corporate,West,Sports,Running Shoes,1,144.43,0.197,23.52,115.99,97.3,-4.83
ORD-003686,2024-05-30,CUST-01832,Small Business,West,Electronics,Bluetooth Speaker,2,152.91,0.18,5.83,250.92,245.56,-0.47
ORD-003687,2025-01-12,CUST-02777,Corporate,Northeast,Home & Kitchen,Storage Set,1,139.2,0.058,5.2,131.16,95.81,30.15
ORD-003688,2024-08-22,CUST-01745,Corporate,South,Home & Kitchen,Water Bottle,3,94.0,0.158,16.05,237.35,199.59,21.71
ORD-003689,2024-05-29,CUST-01643,Consumer,West,Beauty,Makeup Kit,1,69.47,0.046,13.07,66.24,56.7,-3.53
ORD-003690,2024-08-03,CUST-01779,Consumer,Northeast,Sports,Sports Bag,3,208.55,,9.12,625.66,374.69,241.85
ORD-003691,2024-01-04,CUST-02978,Corporate,South,Electronics,Wireless Headphones,3,440.19,0.216,8.63,1035.66,891.56,135.47
ORD-003692,2024-06-13,CUST-01099,Small Business,West,Beauty,Body Lotion,1,98.63,0.0,16.81,98.63,58.59,23.23
ORD-003693,2024-11-19,CUST-02059,Consumer,South,Beauty,Body Lotion,1,57.82,0.0,8.48,57.82,35.01,14.33
ORD-003694,2024-03-16,CUST-02167,Small Business,West,Sports,Sports Bag,4,107.42,0.115,5.05,380.39,287.76,87.58
ORD-003695,2024-03-05,CUST-00522,Consumer,South,Sports,Running Shoes,2,120.85,0.081,22.75,222.14,182.48,16.91
ORD-003696,2024-12-24,CUST-02528,Small Business,Midwest,Beauty,Face Serum,3,94.57,0.121,17.92,249.39,169.5,61.97
ORD-003697,2024-08-22,CUST-01263,Consumer,South,Electronics,Bluetooth Speaker,2,338.17,0.211,21.94,533.43,397.35,114.14
ORD-003698,2024-03-15,CUST-01250,Small Business,South,Home & Kitchen,Water Bottle,2,60.9,0.158,6.79,102.54,87.39,8.36
ORD-003699,2025-02-13,CUST-00672,Consumer,West,Sports,Sports Bag,1,108.15,0.133,5.75,93.76,76.8,11.21
ORD-003700,2025-02-28,CUST-01300,Consumer,Midwest,Office Supplies,Pen Set,2,49.01,0.048,19.18,93.37,73.39,0.8
ORD-003701,2024-01-20,CUST-01743,Consumer,West,Office Supplies,Pen Set,4,9.87,0.07,12.77,36.73,23.2,0.76
ORD-003702,2024-04-20,CUST-02696,Consumer,South,Sports,Fitness Tracker,2,36.95,0.135,23.26,63.95,52.2,-11.51
ORD-003703,2024-07-21,CUST-00946,Consumer,West,Sports,Resistance Bands,4,183.97,0.074,21.31,681.39,529.84,130.24
ORD-003704,2025-02-04,CUST-01816,Consumer,Midwest,Beauty,Skincare Set,1,112.24,0.148,9.85,95.62,88.46,-2.69
ORD-003705,2024-02-10,CUST-02617,Consumer,Northeast,Sports,Sports Bag,3,51.68,0.113,21.98,137.45,98.63,16.84
ORD-003706,2025-03-16,CUST-01530,Consumer,South,Electronics,Wireless Headphones,2,415.45,0.088,5.1,757.62,601.39,151.13
ORD-003707,2024-06-23,CUST-00599,Small Business,Northeast,Beauty,Skincare Set,1,104.11,0.167,3.34,86.68,75.41,7.93
ORD-003708,2024-03-09,CUST-02212,Consumer,Northeast,Sports,Running Shoes,2,45.09,0.085,10.65,82.48,53.8,18.03
ORD-003709,2025-04-17,CUST-01711,Corporate,West,Electronics,Laptop Stand,2,95.74,0.018,24.14,188.04,149.55,14.35
ORD-003710,2024-02-17,CUST-00931,Consumer,West,Electronics,Laptop Stand,5,238.71,0.174,17.11,985.3,915.06,53.13
ORD-003711,2024-03-11,CUST-02586,Consumer,Northeast,Beauty,Hair Dryer,2,96.57,0.1,16.53,173.75,149.38,7.84
ORD-003712,2025-06-03,CUST-00099,Consumer,Northeast,Office Supplies,Desk Organizer,1,36.93,0.087,13.68,33.74,21.55,-1.49
ORD-003713,2024-10-11,CUST-02911,Corporate,South,Electronics,USB-C Hub,5,376.11,0.093,3.76,1706.53,1121.77,581.0
ORD-003714,2024-09-10,CUST-02106,Corporate,West,Home & Kitchen,Desk Lamp,1,36.91,0.066,13.9,34.48,21.67,-1.09
ORD-003715,2025-01-10,,Consumer,Midwest,Home & Kitchen,Water Bottle,2,55.81,0.257,17.99,82.94,84.99,-20.04
ORD-003716,2024-12-10,CUST-01939,Consumer,Midwest,Home & Kitchen,Desk Lamp,2,135.21,0.022,16.23,264.43,186.23,61.97
ORD-003717,2024-12-01,CUST-02964,Corporate,Midwest,Sports,Yoga Mat,1,119.36,0.122,14.96,104.85,78.9,10.99
ORD-003718,2024-01-13,CUST-01286,Small Business,West,Beauty,Hair Dryer,1,55.07,0.112,13.08,48.88,39.99,-4.19
ORD-003719,2024-10-28,CUST-02959,Consumer,South,Beauty,Skincare Set,2,101.93,0.148,20.78,173.64,120.98,31.88
ORD-003720,2024-06-01,CUST-00138,Consumer,Northeast,Electronics,Wireless Headphones,3,93.06,0.079,12.3,257.23,210.53,34.4
ORD-003721,2025-03-17,CUST-02788,Consumer,Midwest,Home & Kitchen,Water Bottle,4,82.35,0.174,19.2,271.96,261.52,-8.76
ORD-003722,2024-10-03,CUST-02821,Consumer,West,Home & Kitchen,Desk Lamp,5,164.05,0.08,14.3,754.63,548.11,192.22
ORD-003723,2024-03-08,CUST-00813,Small Business,Midwest,Sports,Sports Bag,1,201.61,0.07,22.63,187.41,147.81,16.97
ORD-003724,2025-04-29,CUST-02193,Corporate,West,Sports,Resistance Bands,1,90.25,0.105,5.66,80.76,54.5,20.6
ORD-003725,2024-06-04,CUST-01166,Small Business,West,Home & Kitchen,Water Bottle,1,85.4,0.121,18.88,75.07,62.37,-6.18
ORD-003726,2024-05-28,CUST-01157,Consumer,Northeast,Sports,Sports Bag,5,30.62,0.166,5.79,127.74,109.64,12.31
ORD-003727,2025-05-27,CUST-01575,Consumer,Midwest,Electronics,Wireless Headphones,1,123.83,0.022,23.63,121.06,92.65,4.78
ORD-003728,2025-02-28,CUST-00604,Corporate,West,Home & Kitchen,Water Bottle,2,17.92,0.155,21.68,30.27,25.61,-17.02
ORD-003729,2025-04-15,CUST-00694,Consumer,Northeast,Beauty,Skincare Set,4,68.68,0.159,11.02,230.96,210.33,9.61
ORD-003730,2024-12-28,CUST-01667,Small Business,Midwest,Home & Kitchen,Storage Set,2,178.06,0.144,20.14,304.81,215.75,68.92
ORD-003731,2025-05-13,CUST-02977,Corporate,South,Sports,Yoga Mat,1,45.02,0.096,4.76,40.69,36.68,-0.75
ORD-003732,2024-03-04,CUST-00064,Corporate,West,Electronics,Bluetooth Speaker,1,429.27,0.071,17.41,398.83,279.9,101.52
ORD-003733,2024-11-24,CUST-01383,Consumer,Northeast,Beauty,Skincare Set,2,54.78,0.13,23.11,95.32,80.5,-8.29
ORD-003734,2024-06-09,CUST-01372,Small Business,,Electronics,USB-C Hub,1,55.88,0.114,3.43,49.5,35.57,10.5
ORD-003735,2024-08-05,CUST-02245,Consumer,Midwest,Electronics,Bluetooth Speaker,2,101.54,0.011,11.42,200.8,146.51,42.87
ORD-003736,2024-05-10,CUST-02966,Consumer,Midwest,Home & Kitchen,Water Bottle,1,89.77,0.155,8.09,75.87,65.31,2.47
ORD-003737,2024-04-22,CUST-01680,Consumer,Northeast,Sports,Running Shoes,3,56.98,0.06,13.61,160.78,127.3,19.87
ORD-003738,2024-08-30,CUST-02218,Small Business,Northeast,Office Supplies,Desk Organizer,3,48.46,0.062,20.27,136.43,105.63,10.53
ORD-003739,2025-05-17,CUST-00411,Corporate,West,Office Supplies,Stapler,2,20.38,0.164,11.21,34.05,28.43,-5.59
ORD-003740,2024-12-13,CUST-02955,Consumer,West,Electronics,USB-C Hub,1,356.58,0.11,10.73,317.2,243.46,63.01
ORD-003741,2024-07-10,CUST-02855,Corporate,Midwest,Electronics,Smart Watch,1,121.93,0.091,13.3,110.89,90.67,6.92
ORD-003742,2024-08-25,CUST-01189,Consumer,Northeast,Electronics,Bluetooth Speaker,1,278.74,0.078,8.63,256.96,206.04,42.29
ORD-003743,2024-10-16,CUST-02155,Corporate,Midwest,Beauty,Hair Dryer,4,67.48,0.086,20.98,246.73,180.51,45.24
ORD-003744,2024-05-13,CUST-00262,Corporate,Midwest,Electronics,Wireless Headphones,1,368.45,0.099,6.02,332.14,276.87,49.25
ORD-003745,2024-10-12,CUST-01750,Consumer,South,Home & Kitchen,Water Bottle,1,115.33,0.199,18.98,92.36,83.42,-10.04
ORD-003746,2025-01-15,CUST-02896,Consumer,Northeast,Office Supplies,Desk Organizer,3,38.48,0.0,6.75,115.45,87.24,21.46
ORD-003747,2024-05-13,CUST-00466,Corporate,Northeast,Office Supplies,Printer Paper,5,63.85,0.251,14.12,239.11,236.05,-11.06
ORD-003748,2024-11-15,CUST-02596,Small Business,Northeast,Home & Kitchen,Desk Lamp,1,160.42,0.241,21.77,121.8,110.91,-10.88
ORD-003749,2025-01-22,CUST-02932,Consumer,Midwest,Electronics,USB-C Hub,2,401.16,0.078,13.81,739.39,602.1,123.48
ORD-003750,2024-10-11,CUST-01688,Consumer,South,Home & Kitchen,Water Bottle,5,54.08,0.111,7.1,240.28,206.23,26.95
ORD-003751,2024-06-08,CUST-02354,Consumer,South,Beauty,Face Serum,1,89.03,0.111,3.53,79.13,72.7,2.9
ORD-003752,2024-10-30,CUST-00690,Consumer,Midwest,Electronics,Wireless Headphones,3,300.67,0.164,15.39,753.81,654.57,83.85
ORD-003753,2025-03-09,CUST-01338,Corporate,Midwest,Beauty,Face Serum,1,103.39,0.108,14.96,92.18,75.66,1.56
ORD-003754,2024-05-01,CUST-02217,Consumer,Midwest,Electronics,Bluetooth Speaker,2,297.23,0.123,23.08,521.24,374.63,123.53
ORD-003755,2024-11-10,CUST-01290,Consumer,South,Sports,Resistance Bands,1,54.35,0.171,22.87,45.05,38.89,-16.71
ORD-003756,2025-01-07,CUST-00058,Consumer,Northeast,Sports,Running Shoes,1,73.88,0.0,17.6,73.88,55.36,0.92
ORD-003757,2024-06-24,CUST-02461,Small Business,Northeast,Electronics,Bluetooth Speaker,2,236.18,0.091,4.4,429.48,323.25,101.83
ORD-003758,2024-07-30,CUST-02744,Corporate,Midwest,Home & Kitchen,Water Bottle,1,106.34,0.114,14.58,94.21,78.16,1.47
ORD-003759,2025-05-01,CUST-01767,Small Business,South,Home & Kitchen,Air Fryer,2,85.44,0.081,6.55,157.08,104.41,46.12
ORD-003760,2024-07-17,CUST-02092,Small Business,South,Sports,Fitness Tracker,1,191.67,0.0,5.22,191.67,125.16,61.29
ORD-003761,2024-11-23,CUST-00462,Consumer,South,Office Supplies,Stapler,3,60.39,0.103,21.83,162.55,136.25,4.47
ORD-003762,2024-03-22,CUST-00528,Small Business,Northeast,Office Supplies,Printer Paper,1,53.7,0.068,6.84,50.07,43.1,0.13
ORD-003763,2025-05-21,CUST-02755,Small Business,Northeast,Electronics,Smart Watch,2,219.83,0.075,20.7,406.88,308.62,77.56
ORD-003764,2024-11-22,CUST-00494,Consumer,Midwest,Electronics,USB-C Hub,1,351.36,0.1,7.77,316.34,213.46,95.11
ORD-003765,2025-02-19,CUST-02813,Corporate,South,Beauty,Hair Dryer,3,104.47,0.0,6.65,313.41,211.03,95.73
ORD-003766,2024-11-25,CUST-00174,Small Business,Midwest,Office Supplies,Stapler,1,44.39,0.083,13.33,40.71,36.37,-8.99
ORD-003767,2024-07-13,CUST-01421,Corporate,Northeast,Sports,Running Shoes,1,139.19,0.059,7.01,130.92,88.84,35.07
ORD-003768,2024-07-05,CUST-02312,Consumer,West,Sports,Sports Bag,1,63.11,0.023,19.69,61.65,48.75,-6.79
ORD-003769,2025-01-18,CUST-00285,Consumer,South,Office Supplies,Stapler,3,28.08,0.13,24.22,73.26,60.42,-11.38
ORD-003770,2025-04-15,CUST-00384,Consumer,Midwest,Office Supplies,Pen Set,1,49.54,0.023,15.4,48.39,39.78,-6.79
ORD-003771,2024-03-10,CUST-02217,Consumer,South,Sports,Sports Bag,2,199.92,0.133,8.49,346.59,284.11,53.99
ORD-003772,2025-04-07,CUST-01561,Small Business,South,Beauty,Skincare Set,1,85.62,0.153,21.24,72.52,66.3,-15.02
ORD-003773,2025-03-30,CUST-02412,Small Business,West,Sports,Sports Bag,5,85.12,0.093,9.92,385.84,310.18,65.74
ORD-003774,2024-02-29,CUST-01075,Small Business,Northeast,Sports,Sports Bag,1,176.24,0.166,12.05,147.0,107.63,27.32
ORD-003775,2024-02-29,CUST-02226,Consumer,Northeast,Home & Kitchen,Air Fryer,1,94.35,0.239,10.43,71.77,66.52,-5.18
ORD-003776,2025-01-15,CUST-01648,Corporate,Northeast,Beauty,Face Serum,2,49.6,0.135,23.0,85.85,69.21,-6.36
